type,start_time,ambient_temp_c,battery_id,test_id,uid,filename,capacity_ahr,electrolyte_resistance_re,charge_transfer_resistance_rct,cycle_index,soh_percentage,rul_cycles,rest_time_hours,cumulative_time_hours,long_rest_flag,total_internal_resistance,resistance_growth_ratio,capacity_decay_rate_5c,capacity_ema_5,capacity_rolling_std_5
discharge,2008-04-05 10:30:32.311999,0.6159885827138503,B0006,32,4537,04537.csv,1.8891989948061456,-2.9718673543855942,-2.5541708922443727,-0.9184863021087556,92.81993331989462,86,-0.18119258550030667,-1.0429906591170441,0.14617633655117152,-3.0749766758377546,-0.030333213381682968,-0.2339692091010711,1.417281128887323,-0.23908024630333843
discharge,2008-04-05 14:34:41.468000,0.6159885827138503,B0006,34,4539,04539.csv,1.878278372248849,-2.9718673543855942,-2.5541708922443727,-0.8960743950535225,92.2833824005014,85,-0.18204264601952097,-1.0324131337886298,0.14617633655117152,-3.0749766758377546,-0.030333213381682968,-0.23430614292713692,1.3916668824080247,-0.23992031457877916
discharge,2008-04-05 18:39:25.217999,0.6159885827138503,B0006,36,4541,04541.csv,1.8675697161520208,-2.9718673543855942,-2.5541708922443727,-0.8736624879982893,91.75724579573613,84,-0.1816807850658203,-1.0218106296225247,0.14617633655117152,-3.0749766758377546,-0.030333213381682968,-0.23073954659862356,1.3664203177800496,-0.2416199022664514
discharge,2008-04-05 22:46:35.484000,0.6159885827138503,B0006,38,4543,04543.csv,1.8675892574453767,-2.9718673543855942,-2.5541708922443727,-0.8512505809430562,91.75820589657847,83,-0.18014819492645187,-1.011102332554626,0.14617633655117152,-3.0749766758377546,-0.030333213381682968,-0.17732885427607306,1.3496041841462851,-0.2685699658248909
discharge,2008-04-18 21:10:19.795999,0.6159885827138503,B0006,41,4546,04546.csv,1.979626548250818,-0.7493539541484113,-1.1083559445196915,-0.8288386738878231,97.26281070025072,82,11.353232047204656,-0.20425830946220558,0.14617633655117152,-1.1269001818972069,-0.030333213381682968,0.3978083381412558,1.4238746976624101,0.012414412257789298
discharge,2008-04-19 02:29:09.000000,0.6159885827138503,B0006,45,4550,04550.csv,1.9575499080884025,-0.7712647263137851,-1.1178812315103188,-0.80642676683259,96.17814345585968,81,-0.13518034227813772,-0.19044593420869824,0.14617633655117152,-1.1425254822541777,-0.38139308221739715,0.3500181234788647,1.4565445242180117,0.0702260607712048
discharge,2008-04-19 07:47:15.702999,0.6159885827138503,B0006,49,4554,04554.csv,1.9458150170787551,-0.7629183147412055,-1.1109172259334088,-0.7840148597773569,95.6015859814876,80,-0.13562491226154794,-0.17666424710030365,0.14617633655117152,-1.1340479678102309,0.16167456483347567,0.34620635287108403,1.4693710202026222,0.05716536134269204
discharge,2008-04-19 13:01:42.561999,0.6159885827138503,B0006,53,4558,04558.csv,1.9242461121680092,-0.7917865546989221,-1.1170189867770615,-0.7616029527221237,94.54186473396278,79,-0.13792452964441046,-0.16304129988569976,0.14617633655117152,-1.149752866921079,-0.38448088034006356,0.2953671276713719,1.4614655559732765,-0.027729202605666126
discharge,2008-04-19 18:27:29.827999,0.6159885827138503,B0006,57,4562,04562.csv,1.945981133142164,-0.825657649224934,-1.1191401041640034,-0.7391910456668906,95.60974757905957,78,-0.1308073202971527,-0.14892706004811893,0.14617633655117152,-1.1643650074264031,-0.3625269453614758,0.397022087951572,1.4727784498755498,-0.21971848980323022
discharge,2008-04-19 23:41:55.686999,0.6159885827138503,B0006,61,4566,04566.csv,1.901407930553079,-0.7724598662545059,-1.0928877177828358,-0.7167791386116575,93.41978151219875,77,-0.13793498986799319,-0.13530483489049405,0.14617633655117152,-1.124061400079266,0.8929401608566853,-0.33610624812474504,1.4463122921448412,-0.20159203872178025
discharge,2008-04-20 04:54:41.734000,0.6159885827138503,B0006,65,4570,04570.csv,1.878674213680085,-0.7783208371567208,-1.090821069807943,-0.6943672315564244,92.3028308415357,76,-0.13897904569377287,-0.12175467968334491,0.14617633655117152,-1.1247472685818651,-0.04572047251615895,-0.3391821694443179,1.4113230070103109,-0.1427002864384966
discharge,2008-04-20 10:16:28.859000,0.6159885827138503,B0006,69,4574,04574.csv,1.8683061328264217,-0.7984009956754891,-1.105214679382214,-0.6719553245011913,91.79342734506018,75,-0.1333192488485342,-0.10781383533078161,0.14617633655117152,-1.1433555172611924,-0.4479506453429037,-0.33278382899043474,1.3800862658450488,-0.11881520035293225
discharge,2008-04-20 15:37:05.280999,0.6159885827138503,B0006,73,4578,04578.csv,1.8560244070083,-0.7728145736385902,-1.0834348142975352,-0.6495434174459581,91.19000283836428,74,-0.1340588180469645,-0.0939240425735334,0.14617633655117152,-1.117040653955775,0.5659299535599267,-0.28930849086052873,1.3498911639288846,-0.08956038127588214
discharge,2008-04-20 20:50:38.920999,0.6159885827138503,B0006,77,4582,04582.csv,1.8451997961855775,-0.7611582099792902,-1.0861272852286916,-0.627131510390725,90.65816915777204,73,-0.13848121228326,-0.0803395225093001,0.14617633655117152,-1.114603225768825,0.02415369299649541,-0.44172732413991167,1.3215022255154043,-0.20719149826767622
discharge,2008-04-21 02:15:02.920999,0.6159885827138503,B0006,81,4586,04586.csv,1.857228890885317,-0.7807292899309166,-1.0788377332912602,-0.6047196033354919,91.24918141799353,72,-0.1316783012739927,-0.06628540546814085,0.14617633655117152,-1.1165993099178781,-0.07489872039730434,-0.17675945940739954,1.3117541240144253,-0.2829000909561811
discharge,2008-04-22 15:33:49.875000,0.6159885827138503,B0006,85,4590,04590.csv,1.9247760889090637,-0.7182174833620439,-1.0512628330956997,-0.5823076962802588,94.56790349742869,71,1.0698138789498344,0.030706309149228526,0.14617633655117152,-1.0717179008679723,0.9727314244027672,0.24586545852168679,1.356791982374936,-0.12277742834346834
discharge,2008-04-22 20:26:18.920999,0.6159885827138503,B0006,89,4594,04594.csv,1.8822317526092551,-0.7099208414036514,-1.0776113096403142,-0.5598957892250257,92.47761948322794,70,-0.15170914827510498,0.043377720289314636,0.14617633655117152,-1.0884809326389373,-0.3965804295599246,0.09524129467990698,1.3543571016102123,-0.11943045668740648
discharge,2008-04-23 01:18:11.795999,0.6159885827138503,B0006,93,4598,04598.csv,1.855276687885587,-0.7254847289283413,-1.0592699169078283,-0.5374838821697926,91.15326597829659,69,-0.15208750501185586,0.0560230139071318,0.14617633655117152,-1.0805707568107759,0.14395070534408577,0.02655215193257203,1.3321678993286232,-0.1185627971844467
discharge,2008-04-23 06:18:19.920999,0.6159885827138503,B0006,97,4602,04602.csv,1.839250891718188,-0.7318292827530865,-1.053865349905179,-0.5150719751145595,90.36588818710268,68,-0.14690707928250651,0.06902590624384704,0.14617633655117152,-1.078915122874025,0.0060004830593620275,0.0022042536869459647,1.3051478707152733,-0.10685873331994009
discharge,2008-04-23 11:08:00.312000,0.6159885827138503,B0006,101,4606,04606.csv,1.8185396073994429,-0.7215807131809718,-1.055964662350752,-0.49266006805932633,89.34830346748316,67,-0.15347331726253066,0.08157553886556748,0.14617633655117152,-1.0765691852644943,0.021106832373198194,-0.151060697288354,1.2713323968958028,-0.04035523918001063
discharge,2008-04-23 16:06:25.170999,0.6159885827138503,B0006,105,4610,04610.csv,1.8134770059567056,-0.703241398230996,-1.0503752358026675,-0.4702481610040932,89.09956824708976,66,-0.14798726474146143,0.09450386726555728,0.14617633655117152,-1.0652951990754194,0.2165845119888757,-0.49096321794256137,1.244926126639131,-0.15178728581365933
discharge,2008-04-23 21:02:58.295999,0.6159885827138503,B0006,109,4614,04614.csv,1.7971018450305436,-0.7210325742435464,-1.057281031857036,-0.4478362539488601,88.29502550201761,65,-0.14915602735279448,0.10735151735176654,0.14617633655117152,-1.0773553499362727,-0.29298740065449097,-0.3684595236987794,1.214828163992217,-0.1977002754928057
discharge,2008-04-24 01:51:33.890000,0.6159885827138503,B0006,113,4618,04618.csv,1.7810046294120476,-0.727699893766226,-1.0593381429891264,-0.425424346893627,87.50413873759919,64,-0.15415110837002108,0.11985436284741245,0.14617633655117152,-1.0814730160425345,-0.12055195803570473,-0.317631532066127,1.1824811374568938,-0.20363706356959999
discharge,2008-04-24 06:50:00.031000,0.6159885827138503,B0006,117,4622,04622.csv,1.7710130422682329,-0.6915220375667496,-1.017602387886509,-0.4030124398383939,87.01323309187394,63,-0.1479738547243681,0.13278361692517152,0.14617633655117152,-1.035982196924196,0.9684368983525349,-0.2893840658516333,1.1532931560267368,-0.21792564304496437
discharge,2008-04-24 11:49:24.280999,0.6159885827138503,B0006,121,4626,04626.csv,1.7604712448170945,-0.6671593349878027,-1.0105463404714439,-0.38060053278316075,86.4952945691579,62,-0.14736602160265924,0.14575482901120665,0.14617633655117152,-1.0212848789196223,0.28515334412785953,-0.24177845000559378,1.125791409836787,-0.21244641768920142
discharge,2008-04-24 16:45:56.015000,0.6159885827138503,B0006,125,4630,04630.csv,1.7502913788006589,-0.7598234464114971,-1.0443988380436386,-0.35818862572792765,85.99513842496731,61,-0.14917057751333782,0.15860147471688021,0.14617633655117152,-1.0824973856574955,-1.3348921806843292,-0.2657334965727919,1.0996899638738025,-0.237179540034075
discharge,2008-04-24 21:38:11.077999,0.6159885827138503,B0006,129,4634,04634.csv,1.7394925037732578,-0.6519367749136953,-1.041641054372444,-0.33577671867269454,85.46456919285944,60,-0.15185541358146235,0.17126278933422753,0.14617633655117152,-1.0389818734291076,0.9255593919709355,-0.23962966972291547,1.0740497651096392,-0.2520113791706878
discharge,2008-04-25 12:03:44.093000,0.6159885827138503,B0006,133,4638,04638.csv,1.7546766553637203,-0.7129475864032321,-1.0396257465457734,-0.31336481161746144,86.21059538809914,59,0.20795485514763312,0.20876138526128968,0.14617633655117152,-1.0608836739674594,-0.501160877501324,-0.09319467552157823,1.0685413754628308,-0.2920896068496464
discharge,2008-04-25 20:03:55.920999,0.6159885827138503,B0006,135,4640,04640.csv,1.7659390941842177,-0.7129475864032321,-1.0396257465457734,-0.29095290456222833,86.76394038945261,58,-0.033897930391505494,0.22956516674853267,0.14617633655117152,-1.0608836739674594,-0.030333213381682968,0.00630011791404241,1.0734620364887972,-0.30579088406991756
discharge,2008-04-26 01:04:35.718000,0.6159885827138503,B0006,139,4644,04644.csv,1.7337887419624838,-0.7204091020215615,-1.0227530516026344,-0.26854099750699517,85.18433254632082,57,-0.1465757830707339,0.24259092807461183,0.14617633655117152,-1.050974233000972,0.18500864283508275,-0.09485430322728311,1.0522126720007883,-0.28389641459478193
discharge,2008-04-26 05:57:35.140000,0.6159885827138503,B0006,143,4648,04648.csv,1.713325912040734,-0.703153205898387,-1.0029327844091325,-0.2461290904517621,84.17895486292434,56,-0.15139140851309563,0.2552842724182172,0.14617633655117152,-1.0293418637646476,0.4374577982545431,-0.14299113016929746,1.0224338712431265,-0.21979463401667887
discharge,2008-04-26 10:58:25.843000,0.6159885827138503,B0006,147,4652,04652.csv,1.7024077813673466,-0.6992027013763928,-1.0083872028400875,-0.22371718339652896,83.64252637451848,55,-0.14646170388280083,0.2683179084969885,0.14617633655117152,-1.03195453526386,-0.0862336911743233,-0.14354939220790452,0.9942511139466841,-0.16317788539537353
discharge,2008-04-29 12:15:56.953000,0.6159885827138503,B0006,149,4654,04654.csv,1.82371946178183,-0.6992027013763928,-1.0083872028400875,-0.20130527634129586,89.60279954741002,54,2.424665510064378,0.45883344391518627,0.14617633655117152,-1.03195453526386,-0.030333213381682968,0.3532570281808158,1.0680199740882357,0.02507174611285203
discharge,2008-04-29 17:05:27.780999,0.6159885827138503,B0006,153,4658,04658.csv,1.8081284050314708,-0.6281674024135112,-1.075207162270857,-0.17889336928606273,88.83678132914206,53,-0.15357334840157277,0.47137617150457134,0.14617633655117152,-1.0552680994880423,-0.5297859754455375,0.2275498798347589,1.105303680912111,0.08528600976193561
discharge,2008-04-29 22:00:04.750000,0.6159885827138503,B0006,157,4662,04662.csv,1.7757610945034283,-0.6603363774011183,-1.03799763743222,-0.15648146223082962,87.246513912519,52,-0.15037104507281038,0.48413995034103857,0.14617633655117152,-1.0394487564442119,0.31248078872458845,0.22653425004741634,1.1054641472666729,0.07605628978505884
discharge,2008-04-30 02:43:55.311999,0.6159885827138503,B0006,161,4666,04666.csv,1.7447409841836798,-0.6884314144342162,-1.0420956334566445,-0.13406955517559652,85.72243699983238,51,-0.15713260683917557,0.4964369864903743,0.14617633655117152,-1.0533396686006449,-0.3290175988900321,0.17711328696943096,1.0819036621190492,0.02587872261371233
discharge,2008-04-30 07:41:42.578000,0.6159885827138503,B0006,165,4670,04670.csv,1.729207034132373,-0.6610168028629643,-1.0268435523549502,-0.11165764812036338,84.95922454210778,50,-0.14838049590568672,0.5093381706037929,0.14617633655117152,-1.0312650903234746,0.4475789174509801,0.15550561620092102,1.0543447095387934,-0.04837769994998843
discharge,2008-04-30 12:28:49.265000,0.6159885827138503,B0006,169,4674,04674.csv,1.7081086552553244,-0.6291326084066763,-1.009613129662759,-0.08924574106513028,83.92262113192731,49,-0.1550810954785515,0.521776820178876,0.14617633655117152,-1.0059763955231376,0.5112505380670793,-0.5111473490376125,1.0198746109262782,-0.05559670757878911
discharge,2008-04-30 17:20:16.140000,0.6159885827138503,B0006,173,4678,04678.csv,1.6975954237461768,-0.6337988330232212,-1.0203779057995541,-0.06683383400989716,83.40608610817466,48,-0.15235947082500695,0.5344033403152367,0.14617633655117152,-1.015918376723801,-0.24064867716647614,-0.4873769267032819,0.9888732482834411,-0.12759230597990895
discharge,2008-04-30 22:14:54.061999,0.6159885827138503,B0006,177,4682,04682.csv,1.6820634524029463,-0.6063476442276704,-0.9934879973054427,-0.04442192695466404,82.64297086813447,47,-0.15036107650065647,0.5471678072705609,0.14617633655117152,-0.9850185601342032,0.6264863449110899,-0.4085669827696463,0.9563552204044131,-0.1791529471677414
discharge,2008-05-01 03:15:33.140000,0.6159885827138503,B0006,181,4686,04686.csv,1.6714768322295086,-0.6636392424118934,-1.0044709580267994,-0.022010019899430928,82.1228301199745,46,-0.1465833039714899,0.5601930494376722,0.14617633655117152,-1.0153334205821358,-0.6651915234076446,-0.31291329886572816,0.9265992447851017,-0.199540218218042
discharge,2008-05-01 08:16:03.343000,0.6159885827138503,B0006,185,4690,04690.csv,1.6607591387047655,-0.6022881324759272,-0.9701304505396771,0.00040188715580218915,81.59624948921793,45,-0.14667613846624689,0.573211883348372,0.14617633655117152,-0.9657753550174376,1.0227947870090206,-0.29036733750066573,0.8985846320964235,-0.22856084859720333
discharge,2008-05-01 13:14:24.875000,0.6159885827138503,B0006,189,4694,04694.csv,1.651121015038069,-0.5569734558619566,-0.9572850415153484,0.022813794211035306,81.12271017518528,44,-0.14802206589486094,0.5861378094655145,0.14617633655117152,-0.9386494381781817,0.532558958962316,-0.23671934973646191,0.8725546091531757,-0.23713193267336344
discharge,2008-05-01 18:11:10.984000,0.6159885827138503,B0006,193,4698,04698.csv,1.640134925619093,-0.563972609763473,-0.9488657724165636,0.04522570126626842,80.58294274458679,43,-0.14902021180979624,0.5989948347395403,0.14617633655117152,-0.9349626838323232,0.045199526941130504,-0.23893290213080767,0.8468191864745509,-0.25136892778038916
discharge,2008-05-01 23:10:15.265000,0.6159885827138503,B0006,197,4702,04702.csv,1.629199941616544,-0.5796219698778501,-0.9502876655361742,0.06763760832150154,80.04568622012263,42,-0.14757490179692262,0.6119516280704821,0.14617633655117152,-0.9420484416626714,-0.17525327514890132,-0.21741338829115903,0.8213191559528812,-0.250052387675496
discharge,2008-05-02 03:53:34.765000,0.6159885827138503,B0006,201,4706,04706.csv,1.6088496302961666,-0.5743128460023718,-0.9422889835172271,0.09004951537673465,79.04583678923177,41,-0.15745752229364227,0.6242262356866549,0.14617633655117152,-0.9339538486423882,0.1357698312382746,-0.2631193846734495,0.7887924263350031,-0.22012687115838614
discharge,2008-05-02 08:44:40.859000,0.6159885827138503,B0006,205,4710,04710.csv,1.6035244898969248,-0.5798840008346572,-0.9304021140380662,0.11246142243196777,78.78420253146665,40,-0.15257684473127975,0.6368377507569329,0.14617633655117152,-0.9270933770017198,0.10991311285697568,-0.2378756515466879,0.7630450091157952,-0.2192326612837585
discharge,2008-05-02 13:43:05.092999,0.6159885827138503,B0006,209,4714,04714.csv,1.5989712144027983,-0.5069668190203533,-0.9284415394078633,0.13487332948720088,78.56049146190021,39,-0.1479938023812006,0.6497656278713108,0.14617633655117152,-0.8976094264527296,0.5704721638909883,-0.21407235331835045,0.7424060444852597,-0.24093128623453033
discharge,2008-05-02 19:07:48.359000,0.6159885827138503,B0006,213,4718,04718.csv,1.5876273123575604,-0.5493582361546923,-0.9235709714760078,0.157285236542434,78.0031440176547,38,-0.1314767745959875,0.6638336560629516,0.14617633655117152,-0.9101997756920676,-0.2834173409294045,-0.2157473533112153,0.7199916598154175,-0.2612842050703466
discharge,2008-05-02 23:24:17.687000,0.6159885827138503,B0006,215,4720,04720.csv,1.5829719744686166,-0.5493582361546923,-0.9235709714760078,0.1796971435976671,77.77441842886215,37,-0.1743002814203013,0.6749456277489766,0.14617633655117152,-0.9101997756920676,-0.030333213381682968,-0.18635094182799594,0.7014968461773832,-0.29960168758618316
discharge,2008-05-03 04:13:08.609000,0.6159885827138503,B0006,219,4724,04724.csv,1.567137636713563,-0.5613647753803317,-0.9065699051465498,0.20210905065290022,76.99644735295674,36,-0.15399077407340517,0.6874595409332758,0.14617633655117152,-0.9019383923461642,0.13669831220936193,-0.16521067137772644,0.6770858206546075,-0.2696946015404465
discharge,2008-05-03 09:10:19.812000,0.6159885827138503,B0006,223,4728,04728.csv,1.5613446139713882,-0.5448244956028363,-0.9009189875016561,0.22452095770813335,76.71182514739364,35,-0.14875772295921105,0.7003346855051352,0.14617633655117152,-0.8913086641619543,0.18376527430346148,-0.1674009320436564,0.6563918918996584,-0.26122540519105425
discharge,2008-05-03 14:04:34.186999,0.6159885827138503,B0006,227,4732,04732.csv,1.551171189279042,-0.51959127541759,-0.8802536143243496,0.24693286476336646,76.2119854776846,34,-0.15060738338535912,0.7130821501847725,0.14617633655117152,-0.8659732276988056,0.4774760234160415,-0.19371009269365083,0.6348339054405868,-0.2628386802248732
discharge,2008-05-03 18:58:13.468000,0.6159885827138503,B0006,231,4736,04736.csv,1.5406741606295171,-0.5154075325690926,-0.8794738262660089,0.26934477181859956,75.69624653118686,33,-0.15097447445085116,0.7258042749982297,0.14617633655117152,-0.8637763161201821,0.013195416956742763,-0.1897456911391375,0.6124529798881903,-0.2550897969994638
discharge,2008-05-03 23:42:30.092999,0.6159885827138503,B0006,235,4740,04740.csv,1.5253138744624433,-0.5047537769130673,-0.8546424830383242,0.29175667887383266,74.94156650980108,32,-0.15685998203193877,0.7381201301186116,0.14617633655117152,-0.8408851425555661,0.42277170865427954,-0.23985792020387806,0.5858129009803166,-0.24943956172281914
discharge,2008-05-04 04:41:40.000000,0.6159885827138503,B0006,239,4744,04744.csv,1.5301570318067428,-0.4916563410619426,-0.8603015578538044,0.3141685859290658,75.17952002501654,31,-0.14751605256858594,0.7510809857428397,0.14617633655117152,-0.8401404203338119,-0.01574331831978368,-0.1430619951809842,0.571748039807298,-0.2655633053581597
discharge,2008-05-04 09:40:11.906000,0.6159885827138503,B0006,243,4748,04748.csv,1.524656683447409,-0.47286195922316454,-0.8498904711042446,0.33658049298429893,74.90927746753415,30,-0.1479135515354137,0.7640144024790834,0.14617633655117152,-0.8250411331424052,0.2653791997328969,-0.14169192170344427,0.5581748561897616,-0.2951264281087596
discharge,2008-05-04 14:38:13.359000,0.6159885827138503,B0006,247,4752,04752.csv,1.5145492986655429,-0.4650544680941525,-0.8331627553832412,0.35899240003953203,74.41268246400591,29,-0.14823209672417867,0.7769258304141422,0.14617633655117152,-0.8093782918971429,0.27435754910503946,-0.1413827742853145,0.5414144197307611,-0.3110947822084353
discharge,2008-05-04 19:37:07.889999,0.6159885827138503,B0006,251,4756,04756.csv,1.509391504602082,-0.4780237039309106,-0.8260508170503004,0.38140430709476514,74.15927024943012,28,-0.14767688898731451,0.7898755836888159,0.14617633655117152,-0.8089737992527336,-0.02251897743744676,-0.11638863702695425,0.5263055451164171,-0.31917923094235606
discharge,2008-05-05 00:35:53.968000,0.6159885827138503,B0006,255,4760,04760.csv,1.5039974333050703,-0.44837710003605974,-0.8203640411507868,0.40381621414999824,73.89424928579004,27,-0.14776530923633888,0.8028192334172893,0.14617633655117152,-0.7932842071392665,0.27271380427677927,-0.06973458233177211,0.5121174389166169,-0.30019015069607546
discharge,2008-05-05 05:28:13.936999,0.6159885827138503,B0006,259,4764,04764.csv,1.4935201918040188,-0.4946047374151377,-0.8341045147009298,0.4262281212052314,73.37948251946334,26,-0.15180409572456546,0.8154840904461761,0.14617633655117152,-0.8214383612740965,-0.570395925398258,-0.141452755680623,0.49466486390242176,-0.2928630916557062
discharge,2008-05-05 11:41:31.500000,0.6159885827138503,B0006,263,4768,04768.csv,1.4876323024497422,-0.44556969717477724,-0.7940917383369517,0.4486400282604645,73.09019933714036,25,-0.10099257638949462,0.8316564071258303,0.14617633655117152,-0.7723149906452261,0.9237407193185903,-0.14326692073831174,0.4785375216238556,-0.2972031163280625
discharge,2008-05-05 20:40:08.561999,0.6159885827138503,B0006,265,4770,04770.csv,1.5302876214401704,-0.44556969717477724,-0.7940917383369517,0.4710519353156976,75.18593614163545,24,0.0027676009582979157,0.8549911672861441,0.14617633655117152,-0.7723149906452261,-0.030333213381682968,0.10372695805641335,0.5003307564158397,-0.2509291289147527
discharge,2008-05-06 01:38:46.265000,0.6159885827138503,B0006,269,4774,04774.csv,1.5040760088360112,-0.4513575540132251,-0.8037871233820246,0.4934638423709307,73.89810985080334,23,-0.1478529136088443,0.8679287697874177,0.14617633655117152,-0.7818780151043935,-0.21210394276610947,0.005169379823699769,0.494860864013565,-0.2525175339920237
discharge,2008-05-06 06:37:06.296000,0.6159885827138503,B0006,273,4778,04778.csv,1.4887593608730894,-0.458722449139655,-0.7978093882908255,0.5158757494261639,73.14557385723607,22,-0.14803776669045865,0.8808536120970345,0.14617633655117152,-0.780180228290779,0.002072324425798103,-0.041280394792249694,0.479528101915533,-0.2410392438898771
discharge,2008-05-06 11:25:21.030999,0.6159885827138503,B0006,277,4782,04782.csv,1.4782779285546637,-0.42462952751640337,-0.790647432114737,0.538287656481397,72.63060118809538,21,-0.1543692981946538,0.893341396204709,0.14617633655117152,-0.7616664050851035,0.32277739187076454,-0.0413000129346984,0.46130922549461134,-0.21806106408370557
